,From,To,Capacity,Length,FreeFlowTime,B,Power,SpeedLimit,CriticalSpeed,Lanes
6397,2847,4201,700.0,0.15,0.164,0.667,4.0,55,33.0,2
6398,2848,3799,1800.0,0.14,0.076,0.225,4.0,110,89.8,5
6399,2849,3809,1800.0,0.44,0.264,0.225,4.0,100,81.6,2
6400,2849,1134,900.0,0.26,0.24,0.282,4.0,65,50.7,1
6401,2850,3822,1800.0,0.18,0.108,0.225,4.0,100,81.6,3
6402,2851,2847,1800.0,1.97,1.244,0.225,4.0,95,77.5,2
6403,2852,2896,800.0,0.24,0.262,0.282,4.0,55,42.9,2
6404,2852,2914,800.0,0.19,0.207,0.282,4.0,55,42.9,2
6405,2852,1940,800.0,0.14,0.187,0.282,4.0,45,35.1,2
6406,2852,39,1800.0,0.28,0.7,0.0,4.0,24,24.0,5
6407,2853,1130,1800.0,0.89,0.534,0.225,4.0,100,81.6,2
6408,2854,3512,900.0,0.22,0.24,0.282,4.0,55,42.9,1
6409,2854,3811,1800.0,0.24,0.144,0.225,4.0,100,81.6,2
6410,2855,3167,800.0,0.06,0.072,0.282,4.0,50,39.0,2
6411,2855,3511,750.0,0.05,0.075,0.282,4.0,40,31.2,2
6412,2856,3208,1400.0,0.62,0.496,0.282,4.0,75,58.5,2
6413,2856,3508,750.0,0.06,0.09,0.282,4.0,40,31.2,2
6414,2857,3812,1800.0,0.31,0.186,0.225,4.0,100,81.6,2
6415,2857,2856,900.0,0.25,0.25,0.282,4.0,60,46.8,1
6416,2858,2849,1800.0,1.41,0.846,0.225,4.0,100,81.6,2
6417,2859,3381,600.0,0.42,0.63,0.667,4.0,40,24.0,1
6418,2859,3447,400.0,0.17,0.227,0.667,4.0,45,27.0,1
6419,2859,2516,600.0,0.05,0.075,0.667,4.0,40,24.0,1
6420,2859,831,1800.0,0.14,0.35,0.0,4.0,24,24.0,5
6421,2860,2861,600.0,0.23,0.345,0.667,4.0,40,24.0,1
6422,2860,3401,800.0,0.5,0.6,0.282,4.0,50,39.0,2
6423,2860,1347,800.0,0.23,0.307,0.282,4.0,45,35.1,2
6424,2860,62,1800.0,0.15,0.375,0.0,4.0,24,24.0,5
6425,2861,2862,600.0,0.15,0.2,0.667,4.0,45,27.0,1
6426,2861,2871,600.0,0.14,0.187,0.667,4.0,45,27.0,1
6427,2861,1346,600.0,0.15,0.2,0.667,4.0,45,27.0,1
6428,2861,2860,600.0,0.23,0.345,0.667,4.0,40,24.0,1
6429,2862,1347,800.0,0.13,0.173,0.282,4.0,45,35.1,2
6430,2863,2865,900.0,0.27,0.249,0.282,4.0,65,50.7,1
6431,2863,2872,1800.0,0.48,0.303,0.225,4.0,95,77.5,3
6432,2864,4401,800.0,0.05,0.086,0.282,4.0,35,27.3,2
6433,2864,4403,800.0,0.06,0.065,0.282,4.0,55,42.9,2
6434,2864,4404,600.0,0.05,0.067,0.667,4.0,45,27.0,1
6435,2864,2845,800.0,0.07,0.105,0.282,4.0,40,31.2,2
6436,2865,2862,900.0,0.11,0.12,0.282,4.0,55,42.9,1
6437,2866,1299,400.0,0.17,0.255,0.667,4.0,40,24.0,1
6438,2866,1303,400.0,0.13,0.195,0.667,4.0,40,24.0,1
6439,2866,1309,400.0,0.37,0.555,0.667,4.0,40,24.0,1
6440,2867,2083,600.0,2.76,3.011,0.667,4.0,55,33.0,1
6441,2867,11,600.0,0.45,0.491,0.667,4.0,55,33.0,5
6442,2868,3660,400.0,1.07,1.427,0.667,4.0,45,27.0,1
6443,2868,3701,400.0,0.26,0.284,0.667,4.0,55,33.0,1
6444,2868,3724,400.0,0.39,0.425,0.667,4.0,55,33.0,1
6445,2869,2875,900.0,0.1,0.109,0.282,4.0,55,42.9,1
6446,2869,2870,800.0,0.14,0.187,0.282,4.0,45,35.1,1
6447,2869,4479,900.0,0.18,0.216,0.282,4.0,50,39.0,1
6448,2870,1330,800.0,0.15,0.2,0.282,4.0,45,35.1,1
6449,2871,2872,900.0,0.4,0.4,0.225,4.0,60,49.0,1
6450,2871,2833,600.0,0.41,0.492,0.667,4.0,50,30.0,1
6451,2871,2861,600.0,0.14,0.187,0.667,4.0,45,27.0,1
6452,2872,4508,1800.0,0.22,0.139,0.225,4.0,95,77.5,4
6453,2873,3795,1800.0,0.38,0.228,0.225,4.0,100,81.6,4
6454,2874,4396,1200.0,0.08,0.056,0.225,4.0,85,69.4,2
6455,2875,2909,900.0,0.12,0.16,0.282,4.0,45,35.1,3
6456,2875,2869,900.0,0.1,0.109,0.282,4.0,55,42.9,1
6457,2875,2874,600.0,0.12,0.16,0.667,4.0,45,27.0,1
6458,2876,2877,900.0,0.36,0.332,0.225,4.0,65,53.0,1
6459,2876,1340,800.0,0.25,0.333,0.282,4.0,45,35.1,2
6460,2877,4509,1800.0,0.14,0.088,0.225,4.0,95,77.5,4
6461,2878,3014,600.0,0.36,0.432,0.667,4.0,50,30.0,1
6462,2878,3550,600.0,0.42,0.504,0.667,4.0,50,30.0,1
6463,2879,2910,800.0,0.07,0.076,0.282,4.0,55,42.9,2
6464,2879,4397,900.0,0.1,0.109,0.282,4.0,55,42.9,1
6465,2880,3826,1800.0,0.46,0.291,0.225,4.0,95,77.5,3
6466,2880,2879,1100.0,0.36,0.288,0.225,4.0,75,61.2,1
6467,2881,4388,1800.0,0.05,0.046,0.225,4.0,65,53.0,2
6468,2881,4389,1000.0,0.06,0.06,0.282,4.0,60,46.8,2
6469,2881,4390,1000.0,0.1,0.1,0.282,4.0,60,46.8,2
6470,2882,3798,1800.0,0.15,0.09,0.225,4.0,100,81.6,4
6471,2883,4386,900.0,0.27,0.249,0.282,4.0,65,50.7,1
6472,2883,2882,1800.0,0.64,0.384,0.225,4.0,100,81.6,3
6473,2884,2885,900.0,0.35,0.3,0.282,4.0,70,54.6,1
6474,2884,4373,900.0,0.46,0.425,0.282,4.0,65,50.7,2
6475,2885,2848,1600.0,0.55,0.347,0.225,4.0,95,77.5,2
6476,2886,3170,700.0,0.62,0.572,0.667,4.0,65,39.0,2
6477,2886,2885,1600.0,1.2,0.8,0.225,4.0,90,73.4,2
6478,2887,3455,800.0,0.34,0.255,0.282,4.0,80,62.4,2
6479,2888,2851,1600.0,0.66,0.44,0.225,4.0,90,73.4,2
6480,2888,2887,900.0,0.41,0.547,0.225,4.0,45,36.7,1
6481,2889,4503,1800.0,0.19,0.104,0.225,4.0,110,89.8,4
6482,2889,2888,1600.0,0.78,0.493,0.225,4.0,95,77.5,2
6483,2890,4504,1800.0,0.13,0.071,0.225,4.0,110,89.8,4
6484,2891,4380,1800.0,0.78,0.585,0.225,4.0,80,65.3,1
6485,2892,4715,700.0,0.1,0.12,0.667,4.0,50,30.0,1
6486,2892,4718,600.0,0.07,0.065,0.667,4.0,65,39.0,2
6487,2892,4719,600.0,0.09,0.083,0.667,4.0,65,39.0,1
6488,2893,3453,600.0,0.15,0.138,0.667,4.0,65,39.0,1
6489,2893,4720,600.0,0.09,0.083,0.667,4.0,65,39.0,1
6490,2893,1958,400.0,0.23,0.307,0.667,4.0,45,27.0,1
6491,2894,2895,600.0,0.17,0.227,0.667,4.0,45,27.0,1
6492,2894,3661,600.0,1.18,1.089,0.667,4.0,65,39.0,1
6493,2895,3558,600.0,0.39,0.468,0.667,4.0,50,30.0,1
6494,2895,2894,600.0,0.17,0.227,0.667,4.0,45,27.0,1
6495,2895,899,1800.0,0.25,0.625,0.0,4.0,24,24.0,5
6496,2896,3674,800.0,0.13,0.142,0.282,4.0,55,42.9,2
6497,2896,2852,800.0,0.24,0.262,0.282,4.0,55,42.9,2
6498,2897,3803,1800.0,0.49,0.267,0.225,4.0,110,89.8,4
6499,2897,2896,800.0,0.33,0.33,0.282,4.0,60,46.8,1
6500,2898,3801,1800.0,0.66,0.36,0.225,4.0,110,89.8,4
6501,2898,4368,900.0,0.3,0.277,0.282,4.0,65,50.7,1
6502,2899,2897,1800.0,1.15,0.627,0.225,4.0,110,89.8,5
6503,2900,2905,1600.0,0.39,0.26,0.225,4.0,90,73.4,2
6504,2900,3802,1800.0,0.35,0.191,0.225,4.0,110,89.8,4
6505,2901,2908,900.0,0.33,0.22,0.225,4.0,90,73.4,1
6506,2902,2899,1600.0,0.37,0.234,0.225,4.0,95,77.5,2
6507,2903,2904,900.0,0.14,0.105,0.282,4.0,80,62.4,2
6508,2903,4362,1100.0,0.19,0.175,0.282,4.0,65,50.7,2
6509,2903,2901,900.0,0.61,0.523,0.225,4.0,70,57.1,1
6510,2904,1954,900.0,0.46,0.345,0.282,4.0,80,62.4,2
6511,2904,2903,900.0,0.14,0.105,0.282,4.0,80,62.4,2
6512,2905,3496,1600.0,0.15,0.106,0.225,4.0,85,69.4,2
6513,2905,4355,900.0,0.08,0.096,0.282,4.0,50,39.0,1
6514,2906,4364,900.0,0.06,0.072,0.282,4.0,50,39.0,2
6515,2906,4370,600.0,0.05,0.046,0.667,4.0,65,39.0,1
6516,2907,3705,400.0,0.1,0.12,0.667,4.0,50,30.0,1
6517,2907,4367,1600.0,0.09,0.064,0.225,4.0,85,69.4,2
6518,2908,4500,1800.0,0.2,0.109,0.225,4.0,110,89.8,5
6519,2909,4399,1000.0,0.05,0.067,0.282,4.0,45,35.1,3
6520,2909,2874,800.0,0.09,0.098,0.282,4.0,55,42.9,3
6521,2909,2875,900.0,0.12,0.16,0.282,4.0,45,35.1,2
6522,2910,4397,1000.0,0.05,0.067,0.282,4.0,45,35.1,2
6523,2910,4398,800.0,0.05,0.067,0.282,4.0,45,35.1,2
6524,2910,4399,1000.0,0.05,0.067,0.282,4.0,45,35.1,3
6525,2911,1099,1100.0,0.09,0.098,0.282,4.0,55,42.9,3
6526,2911,2371,400.0,0.2,0.3,0.667,4.0,40,24.0,1
6527,2911,2374,1100.0,0.33,0.36,0.282,4.0,55,42.9,2
6528,2912,4632,400.0,0.19,0.285,0.667,4.0,40,24.0,1
6529,2912,1646,400.0,0.25,0.375,0.667,4.0,40,24.0,1
6530,2912,2241,400.0,0.27,0.405,0.667,4.0,40,24.0,1
6531,2912,233,1800.0,0.18,0.45,0.0,4.0,24,24.0,5
6532,2913,4497,1800.0,0.25,0.136,0.225,4.0,110,89.8,5
6533,2914,1879,800.0,0.4,0.436,0.282,4.0,55,42.9,1
6534,2914,2852,800.0,0.19,0.207,0.282,4.0,55,42.9,2
6535,2914,2913,1200.0,0.33,0.305,0.225,4.0,65,53.0,1
6536,2915,4495,1800.0,0.21,0.115,0.225,4.0,110,89.8,5
6537,2916,2918,900.0,0.14,0.187,0.282,4.0,45,35.1,2
6538,2916,2840,900.0,0.06,0.08,0.282,4.0,45,35.1,2
6539,2916,2915,1200.0,0.42,0.36,0.225,4.0,70,57.1,1
6540,2917,3806,1800.0,0.45,0.245,0.225,4.0,110,89.8,4
6541,2917,2916,1200.0,0.43,0.43,0.282,4.0,60,46.8,1
6542,2918,2920,1200.0,0.47,0.403,0.225,4.0,70,57.1,1
6543,2918,2839,900.0,0.07,0.093,0.282,4.0,45,35.1,2
6544,2918,2916,900.0,0.14,0.187,0.282,4.0,45,35.1,2
6545,2919,3805,1800.0,0.29,0.158,0.225,4.0,110,89.8,4
6546,2919,2918,1200.0,0.35,0.35,0.282,4.0,60,46.8,1
6547,2920,4494,1800.0,0.31,0.169,0.225,4.0,110,89.8,5
6548,2921,3355,800.0,0.1,0.109,0.282,4.0,55,42.9,2
6549,2921,2191,600.0,0.28,0.336,0.667,4.0,50,30.0,1
6550,2921,2757,800.0,0.22,0.24,0.282,4.0,55,42.9,1
6551,2922,3356,800.0,0.36,0.393,0.282,4.0,55,42.9,1
6552,2922,2969,800.0,0.09,0.108,0.282,4.0,50,39.0,2
6553,2922,2181,600.0,0.3,0.36,0.667,4.0,50,30.0,1
6554,2922,1315,800.0,0.5,0.545,0.282,4.0,55,42.9,2
6555,2923,2926,600.0,0.49,0.588,0.667,4.0,50,30.0,1
6556,2923,3207,600.0,0.07,0.084,0.667,4.0,50,30.0,1
6557,2923,4764,600.0,0.29,0.387,0.667,4.0,45,27.0,1
6558,2924,3558,700.0,0.33,0.44,0.667,4.0,45,27.0,2
6559,2924,3721,600.0,0.15,0.225,0.667,4.0,40,24.0,1
6560,2924,2538,700.0,0.19,0.253,0.667,4.0,45,27.0,2
6561,2925,3208,600.0,0.08,0.096,0.667,4.0,50,30.0,1
6562,2925,3412,600.0,0.63,0.756,0.667,4.0,50,30.0,1
6563,2925,4764,600.0,0.23,0.307,0.667,4.0,45,27.0,1
6564,2926,3473,600.0,0.85,1.02,0.667,4.0,50,30.0,1
6565,2926,2923,600.0,0.49,0.588,0.667,4.0,50,30.0,1
6566,2926,164,1800.0,0.46,1.15,0.0,4.0,24,24.0,5
6567,2927,4559,600.0,0.51,0.612,0.667,4.0,50,30.0,1
6568,2927,2735,600.0,0.16,0.192,0.667,4.0,50,30.0,1
6569,2928,3055,800.0,0.11,0.11,0.282,4.0,60,46.8,1
6570,2928,1261,800.0,0.43,0.43,0.282,4.0,60,46.8,1
6571,2929,2940,400.0,0.14,0.28,0.667,4.0,30,18.0,1
6572,2929,3847,400.0,0.07,0.14,0.667,4.0,30,18.0,1
6573,2929,942,1800.0,0.13,0.325,0.0,4.0,24,24.0,5
6574,2930,2749,400.0,0.14,0.21,0.667,4.0,40,24.0,1
6575,2930,2752,400.0,0.51,0.874,0.667,4.0,35,21.0,1
6576,2931,2544,400.0,0.59,0.885,0.667,4.0,40,24.0,1
6577,2932,3523,400.0,0.12,0.16,0.667,4.0,45,27.0,1
6578,2932,2054,400.0,0.13,0.195,0.667,4.0,40,24.0,1
6579,2932,2248,400.0,0.16,0.213,0.667,4.0,45,27.0,1
6580,2933,3554,200.0,0.11,0.189,0.667,4.0,35,21.0,1
6581,2933,2424,400.0,0.07,0.105,0.667,4.0,40,24.0,1
6582,2933,2439,400.0,0.05,0.086,0.667,4.0,35,21.0,1
6583,2934,2936,400.0,0.06,0.08,0.667,4.0,45,27.0,1
6584,2934,1950,500.0,0.06,0.103,0.667,4.0,35,21.0,1
6585,2934,1951,500.0,0.07,0.105,0.667,4.0,40,24.0,1
6586,2934,2835,400.0,0.08,0.12,0.667,4.0,40,24.0,1
6587,2935,3545,500.0,0.06,0.09,0.667,4.0,40,24.0,1
6588,2935,1307,500.0,0.07,0.105,0.667,4.0,40,24.0,1
6589,2936,3553,400.0,0.11,0.132,0.667,4.0,50,30.0,1
6590,2936,3554,200.0,0.13,0.223,0.667,4.0,35,21.0,1
6591,2936,2934,400.0,0.06,0.08,0.667,4.0,45,27.0,1
6592,2937,3329,400.0,0.08,0.096,0.667,4.0,50,30.0,1
6593,2937,3553,400.0,0.09,0.108,0.667,4.0,50,30.0,1
6594,2937,1876,400.0,0.05,0.067,0.667,4.0,45,27.0,1
6595,2938,1301,700.0,0.13,0.195,0.667,4.0,40,24.0,1
6596,2938,1952,400.0,0.37,0.493,0.667,4.0,45,27.0,1
6597,2938,1956,800.0,0.46,0.502,0.282,4.0,55,42.9,1
6598,2939,3505,600.0,0.31,0.338,0.667,4.0,55,33.0,1
6599,2939,3662,600.0,0.34,0.371,0.667,4.0,55,33.0,1
6600,2939,852,1800.0,0.23,0.575,0.0,4.0,24,24.0,5
6601,2940,3107,700.0,0.58,0.773,0.667,4.0,45,27.0,1
6602,2940,3302,800.0,0.22,0.24,0.282,4.0,55,42.9,1
6603,2940,3321,800.0,0.27,0.295,0.282,4.0,55,42.9,2
6604,2940,2929,400.0,0.14,0.28,0.667,4.0,30,18.0,1
6605,2941,3745,600.0,0.2,0.24,0.667,4.0,50,30.0,1
6606,2941,2003,700.0,0.26,0.347,0.667,4.0,45,27.0,2
6607,2941,2004,700.0,0.27,0.36,0.667,4.0,45,27.0,2
6608,2941,561,400.0,0.3,0.75,0.0,4.0,24,24.0,5
6609,2941,958,1800.0,0.1,0.25,0.0,4.0,24,24.0,5
6610,2942,3368,800.0,0.25,0.3,0.282,4.0,50,39.0,2
6611,2942,3417,600.0,0.24,0.288,0.667,4.0,50,30.0,1
6612,2942,3853,800.0,0.25,0.3,0.282,4.0,50,39.0,2
6613,2942,4705,800.0,0.12,0.144,0.282,4.0,50,39.0,2
6614,2943,3191,800.0,0.46,0.502,0.282,4.0,55,42.9,2
6615,2943,3775,700.0,0.19,0.228,0.667,4.0,50,30.0,2
6616,2943,4780,800.0,0.2,0.24,0.282,4.0,50,39.0,2
6617,2944,2978,400.0,0.17,0.227,0.667,4.0,45,27.0,1
6618,2944,2982,400.0,0.28,0.336,0.667,4.0,50,30.0,1
6619,2944,2167,400.0,0.09,0.108,0.667,4.0,50,30.0,1
6620,2945,2978,400.0,0.26,0.347,0.667,4.0,45,27.0,1
6621,2945,2979,800.0,0.62,0.572,0.282,4.0,65,50.7,2
6622,2945,3500,800.0,0.28,0.258,0.282,4.0,65,50.7,2
6623,2946,3665,400.0,0.43,0.516,0.667,4.0,50,30.0,1
6624,2946,2719,400.0,0.28,0.373,0.667,4.0,45,27.0,1
6625,2946,930,1800.0,0.25,0.625,0.0,4.0,24,24.0,5
6626,2946,931,1800.0,0.4,1.0,0.0,4.0,24,24.0,5
6627,2947,2948,400.0,0.75,0.9,0.667,4.0,50,30.0,1
6628,2947,3665,400.0,0.32,0.384,0.667,4.0,50,30.0,1
6629,2948,2724,400.0,0.11,0.132,0.667,4.0,50,30.0,1
6630,2948,2947,400.0,0.75,0.9,0.667,4.0,50,30.0,1
6631,2949,4467,1000.0,0.05,0.046,0.282,4.0,65,50.7,2
6632,2949,4468,1000.0,0.05,0.046,0.282,4.0,65,50.7,2
6633,2949,4469,700.0,0.06,0.072,0.667,4.0,50,30.0,1
6634,2950,3941,1000.0,0.09,0.098,0.282,4.0,55,42.9,1
6635,2950,3942,1100.0,0.05,0.046,0.282,4.0,65,50.7,2
6636,2950,3943,1100.0,0.24,0.222,0.282,4.0,65,50.7,3
6637,2951,2952,400.0,0.23,0.345,0.667,4.0,40,24.0,1
6638,2951,1914,800.0,0.24,0.222,0.282,4.0,65,50.7,2
6639,2951,2547,800.0,0.45,0.415,0.282,4.0,65,50.7,2
6640,2952,3358,400.0,0.44,0.66,0.667,4.0,40,24.0,1
6641,2952,2951,400.0,0.23,0.345,0.667,4.0,40,24.0,1
6642,2952,115,1800.0,0.18,0.45,0.0,4.0,24,24.0,5
6643,2953,2955,400.0,0.23,0.345,0.667,4.0,40,24.0,1
6644,2953,3358,400.0,0.5,0.75,0.667,4.0,40,24.0,1
6645,2953,3359,400.0,0.48,0.72,0.667,4.0,40,24.0,1
6646,2954,2955,400.0,0.12,0.18,0.667,4.0,40,24.0,1
6647,2954,1849,800.0,0.17,0.204,0.282,4.0,50,39.0,2
6648,2954,1852,800.0,0.28,0.305,0.282,4.0,55,42.9,2
6649,2954,112,1800.0,0.17,0.425,0.0,4.0,24,24.0,5
6650,2955,2956,400.0,0.23,0.345,0.667,4.0,40,24.0,1
6651,2955,2953,400.0,0.23,0.345,0.667,4.0,40,24.0,1
6652,2955,2954,400.0,0.12,0.18,0.667,4.0,40,24.0,1
6653,2956,3359,400.0,0.4,0.6,0.667,4.0,40,24.0,1
6654,2956,2955,400.0,0.23,0.345,0.667,4.0,40,24.0,1
6655,2957,3476,800.0,0.2,0.267,0.282,4.0,45,35.1,1
6656,2957,1918,800.0,0.4,0.48,0.282,4.0,50,39.0,1
6657,2958,3476,800.0,0.18,0.24,0.282,4.0,45,35.1,1
6658,2958,1921,800.0,0.1,0.1,0.282,4.0,60,46.8,1
6659,2958,2019,800.0,0.34,0.34,0.282,4.0,60,46.8,1
6660,2959,2960,400.0,0.18,0.27,0.667,4.0,40,24.0,1
6661,2959,3483,400.0,0.24,0.32,0.667,4.0,45,27.0,1
6662,2959,2306,400.0,0.09,0.12,0.667,4.0,45,27.0,1
6663,2960,2306,400.0,0.39,0.585,0.667,4.0,40,24.0,1
6664,2960,2959,400.0,0.18,0.27,0.667,4.0,40,24.0,1
6665,2961,3069,400.0,0.2,0.343,0.667,4.0,35,21.0,1
6666,2961,614,1800.0,0.45,1.125,0.0,4.0,24,24.0,5
6667,2962,3122,400.0,0.26,0.39,0.667,4.0,40,24.0,1
6668,2962,3393,400.0,0.27,0.463,0.667,4.0,35,21.0,1
6669,2962,1804,400.0,0.06,0.09,0.667,4.0,40,24.0,1
6670,2963,2964,400.0,0.7,1.2,0.667,4.0,35,21.0,1
6671,2963,3323,600.0,0.14,0.187,0.667,4.0,45,27.0,1
6672,2963,4671,600.0,0.22,0.293,0.667,4.0,45,27.0,1
6673,2964,3324,400.0,1.05,1.8,0.667,4.0,35,21.0,1
6674,2964,2963,400.0,0.7,1.2,0.667,4.0,35,21.0,1
6675,2964,657,1800.0,0.12,0.3,0.0,4.0,24,24.0,5
6676,2965,3017,400.0,0.11,0.189,0.667,4.0,35,21.0,1
6677,2965,2164,400.0,0.14,0.21,0.667,4.0,40,24.0,1
6678,2965,2332,400.0,0.24,0.36,0.667,4.0,40,24.0,1
6679,2966,3017,400.0,0.39,0.669,0.667,4.0,35,21.0,1
6680,2966,3024,400.0,0.23,0.345,0.667,4.0,40,24.0,1
6681,2966,2164,400.0,0.21,0.315,0.667,4.0,40,24.0,1
6682,2967,2968,400.0,0.17,0.291,0.667,4.0,35,21.0,1
6683,2967,546,1800.0,0.16,0.4,0.0,4.0,24,24.0,5
6684,2968,4162,400.0,0.15,0.257,0.667,4.0,35,21.0,1
6685,2969,3360,400.0,0.3,0.514,0.667,4.0,35,21.0,1
6686,2969,3341,800.0,0.13,0.12,0.282,4.0,65,50.7,2
6687,2969,2922,800.0,0.09,0.108,0.282,4.0,50,39.0,2
6688,2970,3360,400.0,0.28,0.42,0.667,4.0,40,24.0,1
6689,2970,2186,400.0,0.29,0.435,0.667,4.0,40,24.0,1
6690,2971,2972,800.0,0.13,0.173,0.282,4.0,45,35.1,1
6691,2971,3666,400.0,0.29,0.435,0.667,4.0,40,24.0,1
6692,2971,4381,800.0,0.34,0.453,0.282,4.0,45,35.1,2
6693,2971,2150,400.0,0.51,0.612,0.667,4.0,50,30.0,1
6694,2972,2974,400.0,0.56,0.672,0.667,4.0,50,30.0,1
6695,2972,2787,800.0,0.28,0.305,0.282,4.0,55,42.9,1
6696,2972,2971,800.0,0.13,0.173,0.282,4.0,45,35.1,1
6697,2973,3342,400.0,0.12,0.144,0.667,4.0,50,30.0,1
6698,2973,3344,800.0,0.37,0.444,0.282,4.0,50,39.0,1
6699,2973,3591,800.0,0.25,0.3,0.282,4.0,50,39.0,1
6700,2973,2786,400.0,0.09,0.108,0.667,4.0,50,30.0,1
6701,2974,3348,400.0,0.15,0.18,0.667,4.0,50,30.0,1
6702,2974,3592,400.0,0.31,0.372,0.667,4.0,50,30.0,1
6703,2974,2972,400.0,0.56,0.672,0.667,4.0,50,30.0,1
6704,2974,288,1800.0,0.22,0.55,0.0,4.0,24,24.0,5
6705,2975,2976,400.0,0.49,0.588,0.667,4.0,50,30.0,1
6706,2975,2150,400.0,0.68,0.816,0.667,4.0,50,30.0,1
6707,2975,286,1800.0,0.1,0.25,0.0,4.0,24,24.0,5
6708,2975,287,1800.0,0.32,0.8,0.0,4.0,24,24.0,5
6709,2976,1481,400.0,0.6,0.72,0.667,4.0,50,30.0,1
6710,2976,2975,400.0,0.49,0.588,0.667,4.0,50,30.0,1
6711,2977,3352,400.0,0.24,0.262,0.667,4.0,55,33.0,1
6712,2977,3729,700.0,0.39,0.425,0.667,4.0,55,33.0,1
6713,2977,2115,700.0,0.35,0.382,0.667,4.0,55,33.0,1
6714,2977,891,1800.0,0.38,0.95,0.0,4.0,24,24.0,5
6715,2978,2979,400.0,0.76,1.14,0.667,4.0,40,24.0,1
6716,2978,2944,400.0,0.17,0.227,0.667,4.0,45,27.0,1
6717,2978,2945,400.0,0.26,0.347,0.667,4.0,45,27.0,1
6718,2978,37,1800.0,0.19,0.475,0.0,4.0,24,24.0,5
6719,2979,2983,800.0,0.77,0.711,0.282,4.0,65,50.7,2
6720,2979,3419,400.0,0.39,0.425,0.667,4.0,55,33.0,1
6721,2979,2945,800.0,0.62,0.572,0.282,4.0,65,50.7,2
6722,2979,2978,400.0,0.76,1.14,0.667,4.0,40,24.0,1
6723,2980,2981,400.0,0.44,0.754,0.667,4.0,35,21.0,1
6724,2980,3668,400.0,0.37,0.555,0.667,4.0,40,24.0,1
6725,2980,2167,400.0,0.22,0.33,0.667,4.0,40,24.0,1
6726,2981,3500,400.0,0.66,0.99,0.667,4.0,40,24.0,1
6727,2981,2980,400.0,0.44,0.754,0.667,4.0,35,21.0,1
6728,2981,36,1800.0,0.1,0.25,0.0,4.0,24,24.0,5
6729,2982,3668,400.0,0.14,0.21,0.667,4.0,40,24.0,1
6730,2982,2798,400.0,0.52,0.624,0.667,4.0,50,30.0,1
6731,2982,2944,400.0,0.28,0.336,0.667,4.0,50,30.0,1
6732,2982,35,1800.0,0.26,0.65,0.0,4.0,24,24.0,5
6733,2983,2147,800.0,0.4,0.369,0.282,4.0,65,50.7,2
6734,2983,2166,500.0,0.18,0.216,0.667,4.0,50,30.0,1
6735,2983,2979,800.0,0.77,0.711,0.282,4.0,65,50.7,2
6736,2984,2985,400.0,0.12,0.18,0.667,4.0,40,24.0,1
6737,2984,2216,400.0,0.14,0.21,0.667,4.0,40,24.0,1
6738,2984,2224,400.0,0.09,0.135,0.667,4.0,40,24.0,1
6739,2985,2216,400.0,0.11,0.165,0.667,4.0,40,24.0,1
6740,2985,2984,400.0,0.12,0.18,0.667,4.0,40,24.0,1
6741,2986,2987,400.0,0.07,0.076,0.667,4.0,55,33.0,1
6742,2986,2990,800.0,0.94,0.94,0.282,4.0,60,46.8,1
6743,2986,3495,800.0,0.61,0.61,0.282,4.0,60,46.8,1
6744,2986,3669,400.0,0.26,0.39,0.667,4.0,40,24.0,1
6745,2987,2988,400.0,0.25,0.273,0.667,4.0,55,33.0,1
6746,2987,2986,400.0,0.07,0.076,0.667,4.0,55,33.0,1
6747,2987,171,1800.0,0.36,0.9,0.0,4.0,24,24.0,5
6748,2988,2987,400.0,0.25,0.273,0.667,4.0,55,33.0,1
6749,2989,2990,800.0,0.71,0.71,0.282,4.0,60,46.8,1
6750,2989,3361,400.0,0.07,0.093,0.667,4.0,45,27.0,1
6751,2989,2114,800.0,0.91,0.91,0.282,4.0,60,46.8,1
6752,2990,2991,400.0,0.3,0.4,0.667,4.0,45,27.0,1
6753,2990,2986,800.0,0.94,0.94,0.282,4.0,60,46.8,1
6754,2990,2989,800.0,0.71,0.71,0.282,4.0,60,46.8,1
6755,2991,3361,400.0,0.56,0.747,0.667,4.0,45,27.0,1
6756,2991,3362,400.0,0.34,0.453,0.667,4.0,45,27.0,1
6757,2991,2990,400.0,0.3,0.4,0.667,4.0,45,27.0,1
6758,2992,2993,400.0,0.19,0.38,0.667,4.0,30,18.0,1
6759,2992,3175,400.0,0.28,0.42,0.667,4.0,40,24.0,1
6760,2992,2532,400.0,0.15,0.3,0.667,4.0,30,18.0,1
6761,2993,3175,400.0,0.05,0.075,0.667,4.0,40,24.0,1
6762,2993,2727,400.0,0.07,0.14,0.667,4.0,30,18.0,1
6763,2993,2992,400.0,0.19,0.38,0.667,4.0,30,18.0,1
6764,2994,2454,400.0,0.29,0.58,0.667,4.0,30,18.0,1
6765,2994,2726,400.0,0.23,0.345,0.667,4.0,40,24.0,1
6766,2994,2727,400.0,0.05,0.1,0.667,4.0,30,18.0,1
6767,2994,360,1800.0,0.17,0.425,0.0,4.0,24,24.0,5
6768,2995,2453,400.0,0.07,0.14,0.667,4.0,30,18.0,1
6769,2995,2725,400.0,0.05,0.075,0.667,4.0,40,24.0,1
6770,2995,2728,400.0,0.28,0.56,0.667,4.0,30,18.0,1
6771,2996,1152,400.0,0.31,0.413,0.667,4.0,45,27.0,1
